,lat,lon,stop,bike station,pharmacy,aed,attraction,theatre,tree,bush,forest,police station,hotel,dorm,cost
202,52.3304003,21.0338501,2,0,0,0,0,0,0,0,0,0,1,0,12200.0
203,52.3323897,20.9414934,10,0,1,0,0,0,0,0,0,0,0,0,13563.22
204,52.2030957,20.9471082,5,0,0,0,0,0,0,0,0,0,0,0,29535.16
205,52.1959664,20.8620907,4,0,0,0,0,0,0,0,0,0,0,0,16134.77
206,52.2255943,20.98047,1,0,0,0,0,0,0,0,0,0,0,0,33000.0
207,52.2280844,20.9948357,6,0,3,0,0,0,0,0,0,0,1,0,16455.7
208,52.2428236,21.0040553,10,0,2,0,0,1,0,0,0,0,0,0,16252.43
209,52.2132895,21.1659599,2,0,0,0,0,0,0,0,0,0,0,0,16651.52
210,52.3437335,20.9510981,6,0,1,0,0,0,0,0,0,0,1,0,18470.89
211,52.2329941,21.0571754,9,0,3,0,0,0,0,0,0,0,0,0,16323.91
212,52.2396798,21.0235241,3,0,1,0,0,1,0,0,0,0,0,0,29072.73
213,52.2592941,20.8973532,7,0,1,0,0,0,0,0,0,0,0,0,17256.35
214,52.2457503,20.9620821,7,0,1,0,0,0,0,0,0,0,0,0,19986.67
215,52.23422845,20.9951335301,13,0,2,0,0,1,0,0,0,0,2,0,27439.53
216,52.2244655,20.9367535,6,0,1,0,0,0,0,0,0,0,0,0,22515.03
217,52.2103873,21.169959,2,0,0,0,0,0,0,0,0,0,0,0,14558.82
218,52.2712201,20.9345381,9,0,1,0,0,0,0,0,0,0,0,0,16184.21
219,52.2246612,21.0928509,7,0,1,0,0,0,0,0,0,0,0,0,11589.29
220,52.230308,20.9876137,5,0,1,0,0,0,0,0,0,0,0,0,24468.09
221,52.232429,20.9686326,8,0,1,0,0,0,0,0,0,0,0,0,20976.92
222,52.232429,20.9686326,8,0,1,0,0,0,0,0,0,0,0,0,26907.07
223,52.260427,20.9619465,4,0,1,0,0,0,0,0,0,0,0,0,19500.0
224,52.2538544,20.9319867,3,0,1,0,0,0,0,0,0,0,0,0,21212.12
225,52.2262662,21.0223389,7,0,1,0,0,0,0,0,0,0,2,0,23180.16
226,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,16897.06
227,52.1909905,20.9276993,0,0,0,0,0,0,0,0,0,0,0,0,16511.63
228,52.2669719,20.962584,5,0,2,0,0,0,0,0,0,0,0,0,16923.08
229,52.2648093,21.0419466,5,0,0,0,0,0,0,0,0,0,0,0,19742.04
230,52.2467954,20.9576902,9,0,2,0,0,0,0,0,0,0,0,0,16311.48
231,52.2147333,21.1107889,4,0,0,0,0,0,0,0,0,0,0,0,14257.43
232,52.2110246,20.9767506,10,0,2,0,0,0,0,0,0,0,0,0,19432.43
233,52.2230482,21.084865,4,0,0,0,0,0,0,0,0,0,0,0,14183.67
234,52.1753378,21.0440006,7,0,0,0,0,0,0,0,0,0,0,0,19937.36
235,52.1900007,20.8995493,3,0,1,0,0,0,0,0,0,0,0,0,14590.64
236,52.322891,20.948884,5,0,0,0,0,0,0,0,0,0,0,0,10731.18
237,52.2789809,21.0774858,8,0,0,0,0,0,0,0,0,0,0,0,19253.73
238,52.2675888,20.9849297,15,0,2,0,0,0,0,0,0,0,1,0,21585.9
239,52.3233537,21.0727072,6,0,0,0,0,0,0,0,0,0,0,0,16277.53
240,52.2233361,21.0658884,4,0,1,0,0,0,0,0,0,0,0,0,17306.89
241,52.2271556,21.0184398,3,0,1,0,0,0,0,0,0,0,2,0,21497.54
242,52.1594782,21.0509354,6,0,0,0,0,0,0,0,0,0,0,0,14881.8
243,52.2423443,20.9123419,6,0,2,0,0,0,0,0,0,0,0,0,18832.37
244,52.2416588,21.1357102,5,0,0,0,0,0,0,0,0,0,0,0,16500.0
245,52.3148453,21.0602302,5,0,0,0,0,0,0,0,0,0,0,0,12596.9
246,52.1707271,20.9919822,1,0,0,0,0,0,0,0,0,0,0,0,20631.93
247,52.3190743,20.9993838,6,0,0,0,0,0,0,0,0,0,0,0,13597.33
248,52.1952833,20.9530213,0,0,0,0,0,0,0,0,0,0,0,0,18423.88
249,52.1986536,20.953068,3,0,0,0,0,0,0,0,0,0,0,0,20250.0
250,52.2019035,20.9394169,4,0,0,0,0,0,0,0,0,0,0,0,13957.33
251,52.2244655,20.9367535,6,0,1,0,0,0,0,0,0,0,0,0,22021.19
252,52.2465223,20.9229224,6,0,0,0,0,0,0,0,0,0,0,0,19671.43
253,52.2015717,20.982572,4,0,2,0,0,0,0,0,0,0,0,0,14440.01
254,52.2244655,20.9367535,6,0,1,0,0,0,0,0,0,0,0,0,20218.77
255,52.2385367,21.149002,2,0,2,0,0,0,0,0,0,0,0,0,11857.14
256,52.3323897,20.9414934,10,0,1,0,0,0,0,0,0,0,0,0,10365.5
257,52.3243972,21.0738203,4,0,0,0,0,0,0,0,0,0,0,0,15100.0
258,52.22854,21.0056217,18,0,3,0,0,1,0,0,0,0,1,0,21046.57
259,52.2349914,20.9735811,8,0,2,0,0,0,0,0,0,0,0,0,24500.0
260,52.1874612,20.9928529,11,0,0,0,0,0,0,0,0,0,0,0,25000.0
261,52.2403314,20.9298652,3,0,1,0,0,0,0,0,0,0,0,0,22028.99
262,52.2579341,21.0477049,3,0,3,0,0,0,0,2,0,0,0,0,26724.14
263,52.2350146,20.9832688,8,0,0,0,0,0,0,0,0,0,1,0,28977.27
264,52.3383029,20.9383118,4,0,0,0,0,0,0,0,0,0,0,0,10988.64
265,52.2424005,20.9948051,10,0,3,0,0,3,0,0,0,0,1,0,18993.74
266,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,21950.0
267,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,22195.46
268,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,21800.0
269,52.1672846,21.0074184,1,0,0,0,0,0,0,0,0,0,0,0,20361.32
270,52.1895671,21.0167135,13,0,2,0,0,0,0,0,0,0,0,0,17169.31
271,52.2019035,20.9394169,4,0,0,0,0,0,0,0,0,0,0,0,17512.19
272,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,21948.5
273,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,22300.0
274,52.20185,21.0460256,8,0,2,0,0,0,0,0,0,0,1,0,22149.85
275,52.2538862,21.073057,7,0,0,0,0,0,0,0,0,0,1,0,17482.52
276,52.2021339,20.8955768,7,0,0,0,0,0,0,0,0,0,0,0,22571.43
277,52.2271556,21.0184398,3,0,1,0,0,0,0,0,0,0,2,0,19935.06
278,52.1774446,21.0578697,2,0,0,0,0,0,0,0,0,0,0,0,21250.0
279,52.2330673,21.0238425,8,0,1,0,0,1,0,0,0,0,1,0,21111.11
280,52.2593659,20.9997527,8,0,0,0,0,0,0,0,0,0,0,0,18422.22
281,52.1955054,21.053792,5,0,0,0,0,0,0,0,0,0,0,0,15000.0
282,52.1585305,21.0834652,6,0,0,0,0,0,0,0,0,0,0,0,19259.26
283,52.2496908,21.0130198,2,0,1,0,0,5,0,0,0,0,1,0,28205.13
284,52.2375157,21.003369,6,0,1,0,0,1,0,0,0,0,0,0,17608.59
285,52.25456905,21.0037293615,4,0,1,0,0,0,0,0,0,0,1,0,18500.0
286,52.2137437,20.9682896,7,0,1,0,0,0,0,0,0,0,3,0,19700.0
287,52.2137437,20.9682896,7,0,1,0,0,0,0,0,0,0,3,0,18600.0
288,52.3248337,20.94735,4,0,0,0,0,0,0,0,0,0,0,0,12707.07
289,52.2090389,20.9554152,0,0,0,0,0,0,0,0,0,0,0,0,23947.92
290,52.3074336,20.985559,4,0,1,0,0,0,0,0,0,0,0,0,12926.49
291,52.1840706,21.0491405,5,0,1,0,0,0,0,0,0,0,0,0,16435.1
292,52.2137437,20.9682896,7,0,1,0,0,0,0,0,0,0,3,0,19400.0
293,52.1842967,21.0049068,11,0,0,0,0,1,0,0,0,0,0,0,19989.05
294,52.1888351,20.9935882,11,0,2,0,0,0,0,0,0,0,0,0,19432.2
295,52.2115062,21.0229522,8,0,3,0,0,0,0,0,0,0,1,0,23854.17
296,52.3319318,20.975716,0,0,0,0,0,0,0,0,0,0,0,0,17049.18
297,52.2305276,21.0682241,3,0,0,0,0,0,0,0,0,0,0,0,17105.26
298,52.2021339,20.8955768,7,0,0,0,0,0,0,0,0,0,0,0,15175.0
299,52.2363328,20.9557869,4,0,0,0,0,0,0,0,0,0,1,0,24843.75
300,52.1839001,21.0614048,3,0,1,0,0,0,0,0,0,0,0,0,15563.64
301,52.2660753,20.9759026,8,0,1,0,0,0,0,1,0,0,0,0,27403.23
302,52.2482958,20.979265,5,0,1,0,0,0,0,0,0,0,0,0,19123.93
303,52.236688,21.1091465,5,0,0,0,0,0,0,0,0,0,0,0,12642.23
304,52.2563457,20.9875504,6,0,1,0,0,0,0,0,0,0,0,0,31619.05
305,52.211156,21.0468213,4,0,1,0,0,0,0,0,0,0,0,0,18953.49
306,52.1411142,21.0565392,8,0,3,0,0,0,0,0,0,0,0,0,14085.17
307,52.2980966,20.9421226,5,0,0,0,0,0,0,0,0,0,0,0,15810.81
308,52.2880936,21.0399446,5,0,1,0,0,0,0,0,0,0,0,0,11393.44
309,52.19318595,20.8877910203,6,0,0,0,0,0,0,0,0,0,0,0,15172.96
310,52.227744,21.0778844,2,0,1,0,0,0,0,0,0,0,0,0,17742.29
311,52.205142,21.0285049,4,0,0,0,0,0,0,0,0,0,1,0,20894.71
312,52.2565172,21.0318548,15,0,0,0,0,0,0,0,0,0,0,0,17983.13
313,52.2366129,20.9866847,6,0,0,0,0,0,0,0,0,0,0,0,19974.23
314,52.1919235,20.9750393,3,0,0,0,0,0,0,0,0,0,0,0,23903.76
315,52.1869203,21.0522501,7,0,2,0,0,0,0,0,0,0,4,0,13140.35
316,52.2000094,20.9434976,5,0,0,0,0,0,0,0,0,0,0,0,16490.75
317,52.19318595,20.8877910203,6,0,0,0,0,0,0,0,0,0,0,0,14987.5
318,52.2338917,21.077781,5,0,1,0,0,0,0,0,0,0,0,0,11517.86
319,52.2358514,20.899088,2,0,1,0,0,0,0,0,0,0,0,0,14019.45
